,REF_DATE,GEO,Sex,Primary types of cancer ,Trends,Characteristics,UOM,SCALAR_FACTOR,VALUE
294,2021,Canada,Both sexes,Soft tissue (including heart),Third trend,Annual percent change (APC),Percentage,units,0.3
295,2021,Canada,Both sexes,Soft tissue (including heart),Third trend,Start year of period,Number,units,1999.0
296,2021,Canada,Both sexes,Soft tissue (including heart),Third trend,End year of period,Number,units,2020.0
297,2021,Canada,Both sexes,Soft tissue (including heart),Fourth trend,Annual percent change (APC),Percentage,units,
298,2021,Canada,Both sexes,Soft tissue (including heart),Fourth trend,Start year of period,Number,units,
299,2021,Canada,Both sexes,Soft tissue (including heart),Fourth trend,End year of period,Number,units,
300,2021,Canada,Both sexes,Soft tissue (including heart),Fifth trend,Annual percent change (APC),Percentage,units,
301,2021,Canada,Both sexes,Soft tissue (including heart),Fifth trend,Start year of period,Number,units,
302,2021,Canada,Both sexes,Soft tissue (including heart),Fifth trend,End year of period,Number,units,
303,2021,Canada,Both sexes,Soft tissue (including heart),Latest trend,Annual percent change (APC),Percentage,units,0.3
304,2021,Canada,Both sexes,Soft tissue (including heart),Latest trend,Start year of period,Number,units,1999.0
305,2021,Canada,Both sexes,Soft tissue (including heart),Latest trend,End year of period,Number,units,2020.0
306,2021,Canada,Both sexes,Soft tissue (including heart),Overall trend since 1984,Annual percent change (APC),Percentage,units,0.8
307,2021,Canada,Both sexes,Soft tissue (including heart),Overall trend since 1984,Start year of period,Number,units,1984.0
308,2021,Canada,Both sexes,Soft tissue (including heart),Overall trend since 1984,End year of period,Number,units,2020.0
309,2021,Canada,Both sexes,Soft tissue (including heart),Overall trend within the last ten years,Annual percent change (APC),Percentage,units,0.3
310,2021,Canada,Both sexes,Soft tissue (including heart),Overall trend within the last ten years,Start year of period,Number,units,2011.0
311,2021,Canada,Both sexes,Soft tissue (including heart),Overall trend within the last ten years,End year of period,Number,units,2020.0
312,2021,Canada,Both sexes,Melanomas of the skin,First trend,Annual percent change (APC),Percentage,units,0.9
313,2021,Canada,Both sexes,Melanomas of the skin,First trend,Start year of period,Number,units,1984.0
314,2021,Canada,Both sexes,Melanomas of the skin,First trend,End year of period,Number,units,2013.0
315,2021,Canada,Both sexes,Melanomas of the skin,Second trend,Annual percent change (APC),Percentage,units,-2.5
316,2021,Canada,Both sexes,Melanomas of the skin,Second trend,Start year of period,Number,units,2013.0
317,2021,Canada,Both sexes,Melanomas of the skin,Second trend,End year of period,Number,units,2020.0
318,2021,Canada,Both sexes,Melanomas of the skin,Third trend,Annual percent change (APC),Percentage,units,
319,2021,Canada,Both sexes,Melanomas of the skin,Third trend,Start year of period,Number,units,
320,2021,Canada,Both sexes,Melanomas of the skin,Third trend,End year of period,Number,units,
321,2021,Canada,Both sexes,Melanomas of the skin,Fourth trend,Annual percent change (APC),Percentage,units,
322,2021,Canada,Both sexes,Melanomas of the skin,Fourth trend,Start year of period,Number,units,
323,2021,Canada,Both sexes,Melanomas of the skin,Fourth trend,End year of period,Number,units,
324,2021,Canada,Both sexes,Melanomas of the skin,Fifth trend,Annual percent change (APC),Percentage,units,
325,2021,Canada,Both sexes,Melanomas of the skin,Fifth trend,Start year of period,Number,units,
326,2021,Canada,Both sexes,Melanomas of the skin,Fifth trend,End year of period,Number,units,
327,2021,Canada,Both sexes,Melanomas of the skin,Latest trend,Annual percent change (APC),Percentage,units,-2.5
328,2021,Canada,Both sexes,Melanomas of the skin,Latest trend,Start year of period,Number,units,2013.0
329,2021,Canada,Both sexes,Melanomas of the skin,Latest trend,End year of period,Number,units,2020.0
330,2021,Canada,Both sexes,Melanomas of the skin,Overall trend since 1984,Annual percent change (APC),Percentage,units,0.3
331,2021,Canada,Both sexes,Melanomas of the skin,Overall trend since 1984,Start year of period,Number,units,1984.0
332,2021,Canada,Both sexes,Melanomas of the skin,Overall trend since 1984,End year of period,Number,units,2020.0
333,2021,Canada,Both sexes,Melanomas of the skin,Overall trend within the last ten years,Annual percent change (APC),Percentage,units,-1.8
334,2021,Canada,Both sexes,Melanomas of the skin,Overall trend within the last ten years,Start year of period,Number,units,2011.0
335,2021,Canada,Both sexes,Melanomas of the skin,Overall trend within the last ten years,End year of period,Number,units,2020.0
336,2021,Canada,Both sexes,Breast,First trend,Annual percent change (APC),Percentage,units,-0.6
337,2021,Canada,Both sexes,Breast,First trend,Start year of period,Number,units,1984.0
338,2021,Canada,Both sexes,Breast,First trend,End year of period,Number,units,1994.0
339,2021,Canada,Both sexes,Breast,Second trend,Annual percent change (APC),Percentage,units,-2.4
340,2021,Canada,Both sexes,Breast,Second trend,Start year of period,Number,units,1994.0
341,2021,Canada,Both sexes,Breast,Second trend,End year of period,Number,units,2012.0
342,2021,Canada,Both sexes,Breast,Third trend,Annual percent change (APC),Percentage,units,-1.7
343,2021,Canada,Both sexes,Breast,Third trend,Start year of period,Number,units,2012.0
344,2021,Canada,Both sexes,Breast,Third trend,End year of period,Number,units,2020.0
345,2021,Canada,Both sexes,Breast,Fourth trend,Annual percent change (APC),Percentage,units,
346,2021,Canada,Both sexes,Breast,Fourth trend,Start year of period,Number,units,
347,2021,Canada,Both sexes,Breast,Fourth trend,End year of period,Number,units,
348,2021,Canada,Both sexes,Breast,Fifth trend,Annual percent change (APC),Percentage,units,
349,2021,Canada,Both sexes,Breast,Fifth trend,Start year of period,Number,units,
350,2021,Canada,Both sexes,Breast,Fifth trend,End year of period,Number,units,
351,2021,Canada,Both sexes,Breast,Latest trend,Annual percent change (APC),Percentage,units,-1.7
352,2021,Canada,Both sexes,Breast,Latest trend,Start year of period,Number,units,2012.0
353,2021,Canada,Both sexes,Breast,Latest trend,End year of period,Number,units,2020.0
354,2021,Canada,Both sexes,Breast,Overall trend since 1984,Annual percent change (APC),Percentage,units,-1.8
355,2021,Canada,Both sexes,Breast,Overall trend since 1984,Start year of period,Number,units,1984.0
356,2021,Canada,Both sexes,Breast,Overall trend since 1984,End year of period,Number,units,2020.0
357,2021,Canada,Both sexes,Breast,Overall trend within the last ten years,Annual percent change (APC),Percentage,units,-1.8
358,2021,Canada,Both sexes,Breast,Overall trend within the last ten years,Start year of period,Number,units,2011.0
359,2021,Canada,Both sexes,Breast,Overall trend within the last ten years,End year of period,Number,units,2020.0
360,2021,Canada,Both sexes,Urinary bladder (including in situ),First trend,Annual percent change (APC),Percentage,units,-0.3
361,2021,Canada,Both sexes,Urinary bladder (including in situ),First trend,Start year of period,Number,units,1984.0
362,2021,Canada,Both sexes,Urinary bladder (including in situ),First trend,End year of period,Number,units,2016.0
363,2021,Canada,Both sexes,Urinary bladder (including in situ),Second trend,Annual percent change (APC),Percentage,units,-3.0
364,2021,Canada,Both sexes,Urinary bladder (including in situ),Second trend,Start year of period,Number,units,2016.0
365,2021,Canada,Both sexes,Urinary bladder (including in situ),Second trend,End year of period,Number,units,2020.0
366,2021,Canada,Both sexes,Urinary bladder (including in situ),Third trend,Annual percent change (APC),Percentage,units,
367,2021,Canada,Both sexes,Urinary bladder (including in situ),Third trend,Start year of period,Number,units,
368,2021,Canada,Both sexes,Urinary bladder (including in situ),Third trend,End year of period,Number,units,
369,2021,Canada,Both sexes,Urinary bladder (including in situ),Fourth trend,Annual percent change (APC),Percentage,units,
370,2021,Canada,Both sexes,Urinary bladder (including in situ),Fourth trend,Start year of period,Number,units,
371,2021,Canada,Both sexes,Urinary bladder (including in situ),Fourth trend,End year of period,Number,units,
372,2021,Canada,Both sexes,Urinary bladder (including in situ),Fifth trend,Annual percent change (APC),Percentage,units,
373,2021,Canada,Both sexes,Urinary bladder (including in situ),Fifth trend,Start year of period,Number,units,
374,2021,Canada,Both sexes,Urinary bladder (including in situ),Fifth trend,End year of period,Number,units,
375,2021,Canada,Both sexes,Urinary bladder (including in situ),Latest trend,Annual percent change (APC),Percentage,units,-3.0
376,2021,Canada,Both sexes,Urinary bladder (including in situ),Latest trend,Start year of period,Number,units,2016.0
377,2021,Canada,Both sexes,Urinary bladder (including in situ),Latest trend,End year of period,Number,units,2020.0
378,2021,Canada,Both sexes,Urinary bladder (including in situ),Overall trend since 1984,Annual percent change (APC),Percentage,units,-0.6
379,2021,Canada,Both sexes,Urinary bladder (including in situ),Overall trend since 1984,Start year of period,Number,units,1984.0
380,2021,Canada,Both sexes,Urinary bladder (including in situ),Overall trend since 1984,End year of period,Number,units,2020.0
381,2021,Canada,Both sexes,Urinary bladder (including in situ),Overall trend within the last ten years,Annual percent change (APC),Percentage,units,-1.4
382,2021,Canada,Both sexes,Urinary bladder (including in situ),Overall trend within the last ten years,Start year of period,Number,units,2011.0
383,2021,Canada,Both sexes,Urinary bladder (including in situ),Overall trend within the last ten years,End year of period,Number,units,2020.0
384,2021,Canada,Both sexes,Kidney and renal pelvis,First trend,Annual percent change (APC),Percentage,units,-0.4
385,2021,Canada,Both sexes,Kidney and renal pelvis,First trend,Start year of period,Number,units,1984.0
386,2021,Canada,Both sexes,Kidney and renal pelvis,First trend,End year of period,Number,units,2013.0
387,2021,Canada,Both sexes,Kidney and renal pelvis,Second trend,Annual percent change (APC),Percentage,units,-2.6
388,2021,Canada,Both sexes,Kidney and renal pelvis,Second trend,Start year of period,Number,units,2013.0
389,2021,Canada,Both sexes,Kidney and renal pelvis,Second trend,End year of period,Number,units,2020.0
390,2021,Canada,Both sexes,Kidney and renal pelvis,Third trend,Annual percent change (APC),Percentage,units,
391,2021,Canada,Both sexes,Kidney and renal pelvis,Third trend,Start year of period,Number,units,
392,2021,Canada,Both sexes,Kidney and renal pelvis,Third trend,End year of period,Number,units,
393,2021,Canada,Both sexes,Kidney and renal pelvis,Fourth trend,Annual percent change (APC),Percentage,units,
394,2021,Canada,Both sexes,Kidney and renal pelvis,Fourth trend,Start year of period,Number,units,
395,2021,Canada,Both sexes,Kidney and renal pelvis,Fourth trend,End year of period,Number,units,
396,2021,Canada,Both sexes,Kidney and renal pelvis,Fifth trend,Annual percent change (APC),Percentage,units,
397,2021,Canada,Both sexes,Kidney and renal pelvis,Fifth trend,Start year of period,Number,units,
398,2021,Canada,Both sexes,Kidney and renal pelvis,Fifth trend,End year of period,Number,units,
399,2021,Canada,Both sexes,Kidney and renal pelvis,Latest trend,Annual percent change (APC),Percentage,units,-2.6
400,2021,Canada,Both sexes,Kidney and renal pelvis,Latest trend,Start year of period,Number,units,2013.0
401,2021,Canada,Both sexes,Kidney and renal pelvis,Latest trend,End year of period,Number,units,2020.0
402,2021,Canada,Both sexes,Kidney and renal pelvis,Overall trend since 1984,Annual percent change (APC),Percentage,units,-0.9
403,2021,Canada,Both sexes,Kidney and renal pelvis,Overall trend since 1984,Start year of period,Number,units,1984.0
404,2021,Canada,Both sexes,Kidney and renal pelvis,Overall trend since 1984,End year of period,Number,units,2020.0
405,2021,Canada,Both sexes,Kidney and renal pelvis,Overall trend within the last ten years,Annual percent change (APC),Percentage,units,-2.1
406,2021,Canada,Both sexes,Kidney and renal pelvis,Overall trend within the last ten years,Start year of period,Number,units,2011.0
407,2021,Canada,Both sexes,Kidney and renal pelvis,Overall trend within the last ten years,End year of period,Number,units,2020.0
408,2021,Canada,Both sexes,Brain and central nervous system,First trend,Annual percent change (APC),Percentage,units,-0.6
409,2021,Canada,Both sexes,Brain and central nervous system,First trend,Start year of period,Number,units,1984.0
410,2021,Canada,Both sexes,Brain and central nervous system,First trend,End year of period,Number,units,2005.0
411,2021,Canada,Both sexes,Brain and central nervous system,Second trend,Annual percent change (APC),Percentage,units,0.8
412,2021,Canada,Both sexes,Brain and central nervous system,Second trend,Start year of period,Number,units,2005.0
413,2021,Canada,Both sexes,Brain and central nervous system,Second trend,End year of period,Number,units,2014.0
414,2021,Canada,Both sexes,Brain and central nervous system,Third trend,Annual percent change (APC),Percentage,units,-1.0
415,2021,Canada,Both sexes,Brain and central nervous system,Third trend,Start year of period,Number,units,2014.0
416,2021,Canada,Both sexes,Brain and central nervous system,Third trend,End year of period,Number,units,2020.0
417,2021,Canada,Both sexes,Brain and central nervous system,Fourth trend,Annual percent change (APC),Percentage,units,
418,2021,Canada,Both sexes,Brain and central nervous system,Fourth trend,Start year of period,Number,units,
419,2021,Canada,Both sexes,Brain and central nervous system,Fourth trend,End year of period,Number,units,
420,2021,Canada,Both sexes,Brain and central nervous system,Fifth trend,Annual percent change (APC),Percentage,units,
421,2021,Canada,Both sexes,Brain and central nervous system,Fifth trend,Start year of period,Number,units,
422,2021,Canada,Both sexes,Brain and central nervous system,Fifth trend,End year of period,Number,units,
423,2021,Canada,Both sexes,Brain and central nervous system,Latest trend,Annual percent change (APC),Percentage,units,-1.0
